participant_id,condition,trial_number,trial_type,target_x,target_y,target_radius,target_onset_timestamp_ms,click_timestamp_ms,reaction_time_ms,session_elapsed_ms,hit,cumulative_score,source_file
Lynn_Tao,auditory,3,practice,504,582,28,1774984183977,1774984190473,6496,8933,1,3,participant_Lynn_Tao_20260331_151011.csv
